Order_ID,Date,Product,Category,Region,Channel,Sales_Rep,Quantity,Base_Price,Discount_Pct,Unit_Price,Revenue,COGS,Profit
ORD-10809,2024-01-07,USB-C Hub 7-in-1,Accessories,West,Online,Frank O.,5,59,10.0,53.1,265.5,162.25,103.25
ORD-10466,2024-01-07,Planner 2025,Stationery,West,Online,Grace N.,1,19,0.0,19.0,19.0,10.45,8.55
ORD-10920,2024-01-07,Portable SSD 1TB,Electronics,East,Online,Henry P.,2,119,10.0,107.1,214.2,130.9,83.3
ORD-10617,2024-01-08,Planner 2025,Stationery,North,Online,Eva R.,2,19,5.0,18.05,36.1,20.9,15.2
ORD-11539,2024-01-08,Smart Watch Ultra,Electronics,East,Retail,Henry P.,2,349,0.0,349.0,698.0,383.9,314.1
ORD-10116,2024-01-08,Office Chair Pro,Furniture,North,Partner,Bob K.,1,329,0.0,329.0,329.0,180.95,148.05
ORD-10913,2024-01-08,Office Chair Pro,Furniture,West,Partner,Carol T.,4,329,5.0,312.55,1250.2,723.8,526.4
ORD-10031,2024-01-08,Portable SSD 1TB,Electronics,Central,Retail,Carol T.,1,119,5.0,113.05,113.05,65.45,47.6
ORD-10125,2024-01-08,Planner 2025,Stationery,East,Retail,Carol T.,1,19,10.0,17.1,17.1,10.45,6.65
ORD-10395,2024-01-09,Desk Lamp LED,Furniture,North,Online,Alice M.,4,89,0.0,89.0,356.0,195.8,160.2
ORD-10258,2024-01-09,Ergonomic Mouse,Accessories,West,Partner,Eva R.,3,79,10.0,71.1,213.3,130.35,82.95
ORD-11771,2024-01-09,Smart Watch Ultra,Electronics,West,Online,Carol T.,2,349,5.0,331.55,663.1,383.9,279.2
ORD-11005,2024-01-09,Wireless Earbuds Z,Electronics,West,Online,Carol T.,3,149,0.0,149.0,447.0,245.85,201.15
ORD-11731,2024-01-09,Desk Lamp LED,Furniture,Central,Partner,Frank O.,3,89,5.0,84.55,253.65,146.85,106.8
ORD-11162,2024-01-09,Ergonomic Mouse,Accessories,Central,Online,David L.,2,79,0.0,79.0,158.0,86.9,71.1
ORD-11920,2024-01-10,Mechanical Keyboard,Accessories,Central,Online,Carol T.,2,129,0.0,129.0,258.0,141.9,116.1
ORD-11072,2024-01-10,USB-C Hub 7-in-1,Accessories,Central,Retail,David L.,3,59,10.0,53.1,159.3,97.35,61.95
ORD-10595,2024-01-10,Cable Organizer Kit,Accessories,West,Retail,Bob K.,1,29,5.0,27.55,27.55,15.95,11.6
ORD-11939,2024-01-10,Standing Desk,Furniture,South,Online,Grace N.,2,449,0.0,449.0,898.0,493.9,404.1
ORD-11806,2024-01-11,Cable Organizer Kit,Accessories,East,Online,David L.,1,29,10.0,26.1,26.1,15.95,10.15
ORD-10152,2024-01-11,Laptop Pro X1,Electronics,South,Partner,David L.,1,1299,10.0,1169.1,1169.1,714.45,454.65
ORD-11437,2024-01-11,Smart Watch Ultra,Electronics,South,Online,Alice M.,2,349,20.0,279.2,558.4,383.9,174.5
ORD-11311,2024-01-11,Wireless Earbuds Z,Electronics,North,Retail,Alice M.,1,149,10.0,134.1,134.1,81.95,52.15
ORD-10024,2024-01-11,Desk Lamp LED,Furniture,South,Online,Bob K.,2,89,0.0,89.0,178.0,97.9,80.1
ORD-11575,2024-01-11,Planner 2025,Stationery,East,Online,Henry P.,1,19,0.0,19.0,19.0,10.45,8.55
ORD-11580,2024-01-12,Mechanical Keyboard,Accessories,East,Online,Henry P.,1,129,5.0,122.55,122.55,70.95,51.6
ORD-10660,2024-01-12,Smart Watch Ultra,Electronics,North,Online,Henry P.,2,349,0.0,349.0,698.0,383.9,314.1
ORD-10733,2024-01-13,Smart Watch Ultra,Electronics,East,Retail,David L.,4,349,0.0,349.0,1396.0,767.8,628.2
ORD-10881,2024-01-13,Ergonomic Mouse,Accessories,East,Online,Henry P.,4,79,0.0,79.0,316.0,173.8,142.2
ORD-11175,2024-01-13,USB-C Hub 7-in-1,Accessories,West,Online,David L.,2,59,15.0,50.15,100.3,64.9,35.4
ORD-11576,2024-01-13,USB-C Hub 7-in-1,Accessories,West,Online,Eva R.,2,59,10.0,53.1,106.2,64.9,41.3
ORD-11066,2024-01-13,Cable Organizer Kit,Accessories,South,Online,Bob K.,5,29,5.0,27.55,137.75,79.75,58.0
ORD-10412,2024-01-13,USB-C Hub 7-in-1,Accessories,South,Retail,Alice M.,5,59,0.0,59.0,295.0,162.25,132.75
ORD-10108,2024-01-14,Wireless Earbuds Z,Electronics,Central,Retail,Alice M.,5,149,10.0,134.1,670.5,409.75,260.75
ORD-10934,2024-01-14,Planner 2025,Stationery,West,Online,Grace N.,1,19,0.0,19.0,19.0,10.45,8.55
ORD-11754,2024-01-14,Mechanical Keyboard,Accessories,Central,Online,Carol T.,4,129,0.0,129.0,516.0,283.8,232.2
ORD-11142,2024-01-14,Smart Watch Ultra,Electronics,North,Partner,Eva R.,1,349,0.0,349.0,349.0,191.95,157.05
ORD-10155,2024-01-14,Wireless Earbuds Z,Electronics,South,Retail,Frank O.,1,149,0.0,149.0,149.0,81.95,67.05
ORD-10622,2024-01-15,"Monitor 27"" 4K",Electronics,South,Online,David L.,2,599,0.0,599.0,1198.0,658.9,539.1
ORD-10242,2024-01-15,Wireless Earbuds Z,Electronics,Central,Retail,Eva R.,2,149,10.0,134.1,268.2,163.9,104.3
ORD-11825,2024-01-15,Webcam HD 1080p,Electronics,East,Online,Bob K.,5,99,0.0,99.0,495.0,272.25,222.75
ORD-10951,2024-01-15,USB-C Hub 7-in-1,Accessories,West,Retail,Carol T.,2,59,0.0,59.0,118.0,64.9,53.1
ORD-11567,2024-01-15,USB-C Hub 7-in-1,Accessories,East,Partner,Grace N.,1,59,10.0,53.1,53.1,32.45,20.65
ORD-10770,2024-01-15,"Monitor 27"" 4K",Electronics,West,Online,Alice M.,1,599,0.0,599.0,599.0,329.45,269.55
ORD-11114,2024-01-16,Desk Lamp LED,Furniture,North,Online,Frank O.,1,89,0.0,89.0,89.0,48.95,40.05
ORD-10477,2024-01-16,USB-C Hub 7-in-1,Accessories,East,Online,Henry P.,2,59,0.0,59.0,118.0,64.9,53.1
ORD-11682,2024-01-16,Smart Watch Ultra,Electronics,East,Online,Henry P.,5,349,10.0,314.1,1570.5,959.75,610.75
ORD-10427,2024-01-16,Ergonomic Mouse,Accessories,East,Online,Carol T.,1,79,5.0,75.05,75.05,43.45,31.6
ORD-10758,2024-01-16,Mechanical Keyboard,Accessories,South,Online,Carol T.,2,129,0.0,129.0,258.0,141.9,116.1
ORD-10261,2024-01-17,Desk Lamp LED,Furniture,West,Online,Henry P.,1,89,0.0,89.0,89.0,48.95,40.05
ORD-11701,2024-01-17,Ergonomic Mouse,Accessories,North,Online,Bob K.,1,79,20.0,63.2,63.2,43.45,19.75
ORD-10662,2024-01-17,Mechanical Keyboard,Accessories,West,Partner,Alice M.,1,129,0.0,129.0,129.0,70.95,58.05
ORD-11053,2024-01-17,Planner 2025,Stationery,Central,Online,Bob K.,2,19,5.0,18.05,36.1,20.9,15.2
ORD-10679,2024-01-17,Smart Watch Ultra,Electronics,East,Online,Grace N.,2,349,5.0,331.55,663.1,383.9,279.2
ORD-11668,2024-01-17,Notebook Bundle,Stationery,East,Online,Henry P.,2,24,0.0,24.0,48.0,26.4,21.6
ORD-10366,2024-01-17,USB-C Hub 7-in-1,Accessories,East,Online,Henry P.,2,59,10.0,53.1,106.2,64.9,41.3
ORD-11159,2024-01-18,Cable Organizer Kit,Accessories,East,Online,Alice M.,3,29,10.0,26.1,78.3,47.85,30.45
ORD-10795,2024-01-18,Portable SSD 1TB,Electronics,East,Retail,Bob K.,2,119,20.0,95.2,190.4,130.9,59.5
ORD-10451,2024-01-18,Mechanical Keyboard,Accessories,South,Partner,Bob K.,1,129,15.0,109.65,109.65,70.95,38.7
ORD-11540,2024-01-18,Webcam HD 1080p,Electronics,North,Online,Bob K.,1,99,15.0,84.15,84.15,54.45,29.7
ORD-11432,2024-01-19,Desk Lamp LED,Furniture,South,Online,Eva R.,1,89,5.0,84.55,84.55,48.95,35.6
ORD-10147,2024-01-20,Mechanical Keyboard,Accessories,East,Online,Carol T.,1,129,0.0,129.0,129.0,70.95,58.05
ORD-11346,2024-01-20,USB-C Hub 7-in-1,Accessories,North,Online,Bob K.,5,59,0.0,59.0,295.0,162.25,132.75
ORD-11283,2024-01-20,USB-C Hub 7-in-1,Accessories,North,Online,Alice M.,2,59,0.0,59.0,118.0,64.9,53.1
ORD-10438,2024-01-20,Wireless Earbuds Z,Electronics,South,Online,Henry P.,1,149,15.0,126.65,126.65,81.95,44.7
ORD-11658,2024-01-20,Smart Watch Ultra,Electronics,Central,Retail,Bob K.,1,349,20.0,279.2,279.2,191.95,87.25
ORD-11557,2024-01-20,Ergonomic Mouse,Accessories,Central,Retail,Frank O.,1,79,5.0,75.05,75.05,43.45,31.6
ORD-11653,2024-01-21,Wireless Earbuds Z,Electronics,East,Online,Frank O.,1,149,0.0,149.0,149.0,81.95,67.05
ORD-10713,2024-01-21,USB-C Hub 7-in-1,Accessories,East,Online,Grace N.,2,59,0.0,59.0,118.0,64.9,53.1
ORD-11783,2024-01-21,Ergonomic Mouse,Accessories,Central,Online,Henry P.,1,79,0.0,79.0,79.0,43.45,35.55
ORD-10666,2024-01-22,Planner 2025,Stationery,East,Online,Henry P.,2,19,0.0,19.0,38.0,20.9,17.1
ORD-11496,2024-01-22,Wireless Earbuds Z,Electronics,East,Online,Frank O.,1,149,0.0,149.0,149.0,81.95,67.05
ORD-10810,2024-01-22,Wireless Earbuds Z,Electronics,East,Online,Grace N.,2,149,10.0,134.1,268.2,163.9,104.3
ORD-10178,2024-01-22,Ergonomic Mouse,Accessories,East,Online,Frank O.,2,79,5.0,75.05,150.1,86.9,63.2
ORD-10224,2024-01-22,Planner 2025,Stationery,Central,Retail,Grace N.,1,19,20.0,15.2,15.2,10.45,4.75
ORD-10729,2024-01-22,Cable Organizer Kit,Accessories,South,Online,Alice M.,2,29,5.0,27.55,55.1,31.9,23.2
ORD-10909,2024-01-22,Smart Watch Ultra,Electronics,North,Retail,Alice M.,1,349,15.0,296.65,296.65,191.95,104.7
ORD-11075,2024-01-22,Laptop Pro X1,Electronics,East,Retail,Eva R.,2,1299,0.0,1299.0,2598.0,1428.9,1169.1
ORD-11057,2024-01-23,Ergonomic Mouse,Accessories,East,Retail,Frank O.,3,79,5.0,75.05,225.15,130.35,94.8
ORD-11511,2024-01-23,USB-C Hub 7-in-1,Accessories,South,Retail,Alice M.,2,59,0.0,59.0,118.0,64.9,53.1
ORD-11854,2024-01-23,Desk Lamp LED,Furniture,Central,Online,Eva R.,4,89,0.0,89.0,356.0,195.8,160.2
ORD-11960,2024-01-23,Cable Organizer Kit,Accessories,West,Online,Henry P.,3,29,10.0,26.1,78.3,47.85,30.45
ORD-11106,2024-01-23,Wireless Earbuds Z,Electronics,South,Online,Frank O.,1,149,15.0,126.65,126.65,81.95,44.7
ORD-10910,2024-01-23,Wireless Earbuds Z,Electronics,West,Retail,Bob K.,4,149,0.0,149.0,596.0,327.8,268.2
ORD-11208,2024-01-24,Portable SSD 1TB,Electronics,West,Retail,David L.,2,119,5.0,113.05,226.1,130.9,95.2
ORD-10130,2024-01-24,Mechanical Keyboard,Accessories,North,Online,Grace N.,1,129,5.0,122.55,122.55,70.95,51.6
ORD-10380,2024-01-24,Wireless Earbuds Z,Electronics,West,Online,Bob K.,4,149,0.0,149.0,596.0,327.8,268.2
ORD-11409,2024-01-24,Portable SSD 1TB,Electronics,East,Online,Carol T.,2,119,5.0,113.05,226.1,130.9,95.2
ORD-11027,2024-01-24,Planner 2025,Stationery,East,Partner,Bob K.,2,19,15.0,16.15,32.3,20.9,11.4
ORD-11839,2024-01-25,Portable SSD 1TB,Electronics,South,Online,Alice M.,3,119,10.0,107.1,321.3,196.35,124.95
ORD-11961,2024-01-25,USB-C Hub 7-in-1,Accessories,North,Online,Henry P.,2,59,0.0,59.0,118.0,64.9,53.1
ORD-11772,2024-01-25,Webcam HD 1080p,Electronics,South,Online,Carol T.,1,99,0.0,99.0,99.0,54.45,44.55
ORD-11161,2024-01-25,Planner 2025,Stationery,West,Partner,Frank O.,4,19,0.0,19.0,76.0,41.8,34.2
ORD-11897,2024-01-26,Planner 2025,Stationery,South,Retail,David L.,1,19,0.0,19.0,19.0,10.45,8.55
ORD-10700,2024-01-26,Office Chair Pro,Furniture,South,Online,Grace N.,3,329,0.0,329.0,987.0,542.85,444.15
ORD-11489,2024-01-27,Desk Lamp LED,Furniture,South,Online,Eva R.,4,89,0.0,89.0,356.0,195.8,160.2
ORD-11284,2024-01-27,Ergonomic Mouse,Accessories,East,Retail,David L.,1,79,5.0,75.05,75.05,43.45,31.6
ORD-11706,2024-01-27,Mechanical Keyboard,Accessories,West,Online,Bob K.,1,129,5.0,122.55,122.55,70.95,51.6
ORD-11937,2024-01-27,Notebook Bundle,Stationery,West,Online,Alice M.,1,24,0.0,24.0,24.0,13.2,10.8
ORD-10667,2024-01-27,Cable Organizer Kit,Accessories,North,Online,Grace N.,1,29,0.0,29.0,29.0,15.95,13.05
ORD-10078,2024-01-27,Portable SSD 1TB,Electronics,South,Retail,Alice M.,3,119,15.0,101.15,303.45,196.35,107.1
ORD-10960,2024-01-28,Notebook Bundle,Stationery,West,Online,Grace N.,1,24,20.0,19.2,19.2,13.2,6.0
ORD-10846,2024-01-28,Notebook Bundle,Stationery,South,Online,Frank O.,2,24,15.0,20.4,40.8,26.4,14.4
ORD-10787,2024-01-28,Laptop Pro X1,Electronics,East,Partner,Bob K.,3,1299,15.0,1104.15,3312.45,2143.35,1169.1
ORD-11463,2024-01-28,Notebook Bundle,Stationery,East,Retail,Henry P.,1,24,15.0,20.4,20.4,13.2,7.2
ORD-10392,2024-01-28,Planner 2025,Stationery,West,Online,Grace N.,1,19,5.0,18.05,18.05,10.45,7.6
ORD-10028,2024-01-28,Notebook Bundle,Stationery,Central,Online,Grace N.,2,24,10.0,21.6,43.2,26.4,16.8
ORD-11812,2024-01-28,"Monitor 27"" 4K",Electronics,East,Retail,Bob K.,5,599,0.0,599.0,2995.0,1647.25,1347.75
ORD-10697,2024-01-28,Mechanical Keyboard,Accessories,North,Online,Carol T.,1,129,10.0,116.1,116.1,70.95,45.15
ORD-11258,2024-01-28,Cable Organizer Kit,Accessories,West,Online,David L.,2,29,5.0,27.55,55.1,31.9,23.2
ORD-10010,2024-01-29,USB-C Hub 7-in-1,Accessories,North,Online,Eva R.,1,59,15.0,50.15,50.15,32.45,17.7
ORD-10826,2024-01-29,Notebook Bundle,Stationery,Central,Online,Frank O.,1,24,5.0,22.8,22.8,13.2,9.6
ORD-10756,2024-01-29,Webcam HD 1080p,Electronics,South,Retail,Frank O.,2,99,0.0,99.0,198.0,108.9,89.1
ORD-10474,2024-01-29,Standing Desk,Furniture,North,Online,Grace N.,1,449,15.0,381.65,381.65,246.95,134.7
ORD-10288,2024-01-29,"Monitor 27"" 4K",Electronics,East,Online,Alice M.,2,599,10.0,539.1,1078.2,658.9,419.3
ORD-11614,2024-01-29,"Monitor 27"" 4K",Electronics,West,Online,Eva R.,5,599,0.0,599.0,2995.0,1647.25,1347.75
ORD-10225,2024-01-30,Wireless Earbuds Z,Electronics,West,Online,Carol T.,5,149,0.0,149.0,745.0,409.75,335.25
ORD-10034,2024-01-30,Desk Lamp LED,Furniture,East,Retail,Alice M.,1,89,5.0,84.55,84.55,48.95,35.6
ORD-11514,2024-01-30,Webcam HD 1080p,Electronics,East,Partner,Eva R.,3,99,15.0,84.15,252.45,163.35,89.1
ORD-10486,2024-01-30,Webcam HD 1080p,Electronics,West,Retail,Frank O.,2,99,10.0,89.1,178.2,108.9,69.3
ORD-10815,2024-01-30,Cable Organizer Kit,Accessories,West,Retail,Bob K.,2,29,0.0,29.0,58.0,31.9,26.1
ORD-11687,2024-01-31,USB-C Hub 7-in-1,Accessories,South,Retail,Alice M.,1,59,10.0,53.1,53.1,32.45,20.65
ORD-11068,2024-01-31,Notebook Bundle,Stationery,South,Online,Alice M.,1,24,0.0,24.0,24.0,13.2,10.8
ORD-11076,2024-01-31,Cable Organizer Kit,Accessories,East,Retail,Grace N.,5,29,10.0,26.1,130.5,79.75,50.75
ORD-11044,2024-01-31,Webcam HD 1080p,Electronics,South,Online,Bob K.,1,99,10.0,89.1,89.1,54.45,34.65
ORD-11328,2024-01-31,Cable Organizer Kit,Accessories,South,Retail,Carol T.,1,29,0.0,29.0,29.0,15.95,13.05
ORD-10545,2024-02-01,Notebook Bundle,Stationery,South,Retail,Alice M.,1,24,5.0,22.8,22.8,13.2,9.6
ORD-11049,2024-02-01,Ergonomic Mouse,Accessories,North,Online,Bob K.,1,79,5.0,75.05,75.05,43.45,31.6
ORD-11617,2024-02-01,Wireless Earbuds Z,Electronics,West,Online,Eva R.,1,149,5.0,141.55,141.55,81.95,59.6
ORD-10819,2024-02-01,Ergonomic Mouse,Accessories,South,Online,Eva R.,1,79,0.0,79.0,79.0,43.45,35.55
ORD-10286,2024-02-01,Webcam HD 1080p,Electronics,Central,Online,Carol T.,1,99,15.0,84.15,84.15,54.45,29.7
ORD-10263,2024-02-01,Notebook Bundle,Stationery,East,Retail,Henry P.,2,24,0.0,24.0,48.0,26.4,21.6
ORD-11903,2024-02-01,Wireless Earbuds Z,Electronics,South,Retail,Grace N.,1,149,10.0,134.1,134.1,81.95,52.15
ORD-11494,2024-02-01,USB-C Hub 7-in-1,Accessories,North,Partner,Alice M.,1,59,0.0,59.0,59.0,32.45,26.55
ORD-11285,2024-02-01,Standing Desk,Furniture,West,Online,Eva R.,1,449,15.0,381.65,381.65,246.95,134.7
ORD-11481,2024-02-02,Wireless Earbuds Z,Electronics,South,Online,Bob K.,1,149,0.0,149.0,149.0,81.95,67.05
ORD-10146,2024-02-02,Notebook Bundle,Stationery,East,Retail,Grace N.,1,24,0.0,24.0,24.0,13.2,10.8
ORD-10403,2024-02-02,USB-C Hub 7-in-1,Accessories,Central,Retail,Henry P.,1,59,0.0,59.0,59.0,32.45,26.55
ORD-10948,2024-02-02,Notebook Bundle,Stationery,West,Online,Eva R.,2,24,0.0,24.0,48.0,26.4,21.6
ORD-11958,2024-02-02,Portable SSD 1TB,Electronics,Central,Retail,Henry P.,1,119,0.0,119.0,119.0,65.45,53.55
ORD-11096,2024-02-02,Notebook Bundle,Stationery,North,Online,Alice M.,2,24,5.0,22.8,45.6,26.4,19.2
ORD-11101,2024-02-03,Wireless Earbuds Z,Electronics,North,Online,Grace N.,1,149,5.0,141.55,141.55,81.95,59.6
ORD-10936,2024-02-03,Cable Organizer Kit,Accessories,North,Online,Frank O.,1,29,10.0,26.1,26.1,15.95,10.15
ORD-11100,2024-02-03,Planner 2025,Stationery,North,Retail,Alice M.,1,19,5.0,18.05,18.05,10.45,7.6
ORD-10425,2024-02-03,Smart Watch Ultra,Electronics,West,Retail,Bob K.,4,349,10.0,314.1,1256.4,767.8,488.6
ORD-11905,2024-02-03,Desk Lamp LED,Furniture,West,Online,Frank O.,2,89,5.0,84.55,169.1,97.9,71.2
ORD-11974,2024-02-04,USB-C Hub 7-in-1,Accessories,Central,Online,Frank O.,2,59,0.0,59.0,118.0,64.9,53.1
ORD-11997,2024-02-04,"Monitor 27"" 4K",Electronics,Central,Online,Carol T.,1,599,10.0,539.1,539.1,329.45,209.65
ORD-10926,2024-02-04,Standing Desk,Furniture,North,Online,Frank O.,1,449,5.0,426.55,426.55,246.95,179.6
ORD-11170,2024-02-04,Mechanical Keyboard,Accessories,West,Retail,Grace N.,2,129,10.0,116.1,232.2,141.9,90.3
ORD-10025,2024-02-04,Cable Organizer Kit,Accessories,Central,Online,David L.,1,29,5.0,27.55,27.55,15.95,11.6
ORD-10465,2024-02-04,Wireless Earbuds Z,Electronics,East,Retail,Eva R.,2,149,15.0,126.65,253.3,163.9,89.4
ORD-10021,2024-02-05,Portable SSD 1TB,Electronics,East,Online,Henry P.,4,119,0.0,119.0,476.0,261.8,214.2
ORD-11740,2024-02-05,Mechanical Keyboard,Accessories,South,Online,David L.,1,129,0.0,129.0,129.0,70.95,58.05
ORD-10598,2024-02-05,USB-C Hub 7-in-1,Accessories,South,Online,David L.,2,59,15.0,50.15,100.3,64.9,35.4
ORD-10387,2024-02-05,Office Chair Pro,Furniture,North,Retail,Henry P.,1,329,0.0,329.0,329.0,180.95,148.05
ORD-10040,2024-02-05,Cable Organizer Kit,Accessories,South,Online,Eva R.,2,29,20.0,23.2,46.4,31.9,14.5
ORD-10128,2024-02-05,USB-C Hub 7-in-1,Accessories,West,Online,David L.,2,59,5.0,56.05,112.1,64.9,47.2
ORD-10995,2024-02-06,Office Chair Pro,Furniture,West,Online,Eva R.,1,329,20.0,263.2,263.2,180.95,82.25
ORD-10833,2024-02-06,Laptop Pro X1,Electronics,North,Retail,Henry P.,4,1299,5.0,1234.05,4936.2,2857.8,2078.4
ORD-10306,2024-02-07,Smart Watch Ultra,Electronics,West,Retail,David L.,1,349,15.0,296.65,296.65,191.95,104.7
ORD-10187,2024-02-07,Mechanical Keyboard,Accessories,East,Online,Eva R.,1,129,15.0,109.65,109.65,70.95,38.7
ORD-10231,2024-02-07,"Monitor 27"" 4K",Electronics,Central,Online,Bob K.,3,599,20.0,479.2,1437.6,988.35,449.25
ORD-11725,2024-02-07,Mechanical Keyboard,Accessories,West,Online,Carol T.,4,129,5.0,122.55,490.2,283.8,206.4
ORD-11734,2024-02-07,Planner 2025,Stationery,East,Online,Henry P.,4,19,20.0,15.2,60.8,41.8,19.0
ORD-10330,2024-02-08,Mechanical Keyboard,Accessories,West,Partner,Grace N.,5,129,0.0,129.0,645.0,354.75,290.25
ORD-10418,2024-02-08,Cable Organizer Kit,Accessories,North,Retail,Bob K.,1,29,0.0,29.0,29.0,15.95,13.05
ORD-11900,2024-02-08,Smart Watch Ultra,Electronics,West,Retail,David L.,1,349,5.0,331.55,331.55,191.95,139.6
ORD-10030,2024-02-08,"Monitor 27"" 4K",Electronics,Central,Retail,Alice M.,2,599,5.0,569.05,1138.1,658.9,479.2
ORD-11350,2024-02-08,Portable SSD 1TB,Electronics,East,Partner,Bob K.,3,119,0.0,119.0,357.0,196.35,160.65
ORD-11556,2024-02-08,Mechanical Keyboard,Accessories,East,Online,Bob K.,2,129,0.0,129.0,258.0,141.9,116.1
ORD-10082,2024-02-08,Desk Lamp LED,Furniture,West,Online,Eva R.,3,89,5.0,84.55,253.65,146.85,106.8
ORD-11504,2024-02-09,Wireless Earbuds Z,Electronics,Central,Online,Frank O.,4,149,15.0,126.65,506.6,327.8,178.8
